,TIME,COINS,TENDENCY,SKILL
0,1.76,5,1,2
0,3.66,11,3,3
0,5.74,19,4,4
0,7.96,28,6,5
0,10.49,39,8,6
0,14.69,52,11,7
0,19.39,68,14,8
0,26.69,87,18,9
0,34.31,110,22,10
0,42.2,137,28,11
0,52.73,170,34,12
0,63.17,209,42,13
0,75.7,256,51,14
0,90.12,312,63,15
0,104.93,380,76,16
0,122.24,461,92,17
0,144.92,558,100,18
0,167.3,663,100,19
0,186.15,768,100,20
0,209.86,873,100,21
0,230.36,978,100,22
0,249.24,1083,100,23
0,269.65,1188,100,24
0,289.96,1293,100,25
